club_id,club,player_name,nationality,position,age,born,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,p90_gls,p90_ast,p90_g+a,p90_g-pk,p90_g+a-pk,p90_xg,p90_xag,p90_xg+xag,p90_npxg,p90_npxg+xag,matches
5,Coventry City,Luis Binks,England,DF,22.0,2001.0,22,21,1852,20.6,0,1,1,0,0,0,7,0,0.8,0.8,1.1,1.8,26,102,6,0.0,0.05,0.05,0.0,0.05,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/36e88fbc/matchlogs/2024-2025/summary/Luis-Binks-Match-Logs
2,Bristol City,Max Bird,England,MF,23.0,2000.0,46,43,3481,38.7,1,8,9,1,0,0,1,0,3.0,3.0,8.3,11.3,46,234,98,0.03,0.21,0.23,0.03,0.23,0.08,0.21,0.29,0.08,0.29,https://fbref.com/en/players/46d27ca0/matchlogs/2024-2025/summary/Max-Bird-Match-Logs
15,Portsmouth,Colby Bishop,England,FW,27.0,1996.0,32,31,2629,29.2,11,3,14,8,3,4,3,0,13.9,10.7,1.9,12.7,8,49,117,0.38,0.1,0.48,0.27,0.38,0.48,0.07,0.54,0.37,0.43,https://fbref.com/en/players/4a7dee3b/matchlogs/2024-2025/summary/Colby-Bishop-Match-Logs
18,Sheffield United,Billy Blacker,England,MF,18.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2b08b6e5/matchlogs/2024-2025/summary/Billy-Blacker-Match-Logs
6,Derby County,Corey Blackett-Taylor,England,"FW,MF",26.0,1997.0,12,4,404,4.5,1,0,1,1,0,0,1,0,1.0,1.0,0.7,1.7,27,6,32,0.22,0.0,0.22,0.22,0.22,0.22,0.16,0.37,0.22,0.37,https://fbref.com/en/players/28016827/matchlogs/2024-2025/summary/Corey-Blackett-Taylor-Match-Logs
15,Portsmouth,Harvey Blair,England,FW,20.0,2003.0,12,3,294,3.3,1,0,1,1,0,0,3,0,0.9,0.9,0.0,1.0,7,1,13,0.31,0.0,0.31,0.31,0.31,0.28,0.02,0.29,0.28,0.29,https://fbref.com/en/players/f6c16dd2/matchlogs/2024-2025/summary/Harvey-Blair-Match-Logs
14,Plymouth Argyle,Malachi Boateng,England,MF,22.0,2002.0,7,1,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/3096b0b0/matchlogs/2024-2025/summary/Malachi-Boateng-Match-Logs
20,Stoke City,Eric Bocat,France,DF,25.0,1999.0,30,23,2041,22.7,0,1,1,0,0,0,1,0,0.8,0.8,1.1,1.9,55,90,83,0.0,0.04,0.04,0.0,0.04,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/55b7061a/matchlogs/2024-2025/summary/Eric-Bocat-Match-Logs
8,Leeds United,Jayden Bogle,England,DF,24.0,2000.0,44,44,3824,42.5,6,4,10,6,0,0,12,0,5.3,5.3,6.9,12.3,123,193,264,0.14,0.09,0.24,0.14,0.24,0.13,0.16,0.29,0.13,0.29,https://fbref.com/en/players/ae5019e6/matchlogs/2024-2025/summary/Jayden-Bogle-Match-Logs
23,Watford,Jonathan Bond,England,GK,31.0,1993.0,9,8,798,8.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c3a86eea/matchlogs/2024-2025/summary/Jonathan-Bond-Match-Logs
10,Middlesbrough,Neto Borges,Brazil,DF,27.0,1996.0,35,34,2891,32.1,1,3,4,1,0,0,4,0,1.4,1.4,2.2,3.6,54,71,187,0.03,0.09,0.12,0.03,0.12,0.04,0.07,0.11,0.04,0.11,https://fbref.com/en/players/9f936061/matchlogs/2024-2025/summary/Neto-Borges-Match-Logs
5,Coventry City,Raphael Borges Rodrigues,Australia,"MF,FW",20.0,2003.0,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/76c1ea7c/matchlogs/2024-2025/summary/Raphael-Borges-Rodrigues-Match-Logs
16,Preston North End,Josh Bowler,England,"FW,DF",25.0,1999.0,10,6,456,5.1,0,0,0,0,0,0,0,0,0.7,0.7,0.4,1.1,12,22,39,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.22,0.14,0.22,https://fbref.com/en/players/ea39a081/matchlogs/2024-2025/summary/Josh-Bowler-Match-Logs
9,Luton Town,Josh Bowler,England,"MF,FW",25.0,1999.0,8,0,150,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,8,9,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,https://fbref.com/en/players/ea39a081/matchlogs/2024-2025/summary/Josh-Bowler-Match-Logs
6,Derby County,Sonny Bradley,England,DF,32.0,1991.0,7,3,303,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/94ffccb3/matchlogs/2024-2025/summary/Sonny-Bradley-Match-Logs
13,Oxford United,Tom Bradshaw,Wales,FW,32.0,1992.0,11,4,359,4.0,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,2,4,10,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,https://fbref.com/en/players/a9d071f8/matchlogs/2024-2025/summary/Tom-Bradshaw-Match-Logs
11,Millwall,Tom Bradshaw,Wales,FW,32.0,1992.0,11,4,450,5.0,1,0,1,0,1,1,0,0,2.4,1.6,0.0,1.6,2,2,17,0.2,0.0,0.2,0.0,0.0,0.48,0.0,0.48,0.32,0.32,https://fbref.com/en/players/a9d071f8/matchlogs/2024-2025/summary/Tom-Bradshaw-Match-Logs
16,Preston North End,Robbie Brady,Republic of Ireland,"DF,FW",32.0,1992.0,29,17,1638,18.2,0,4,4,0,0,0,8,0,1.3,1.3,5.7,7.0,32,95,71,0.0,0.22,0.22,0.0,0.22,0.07,0.31,0.39,0.07,0.39,https://fbref.com/en/players/96bb8cc2/matchlogs/2024-2025/summary/Robbie-Brady-Match-Logs
15,Portsmouth,Cohen Bramall,England,"DF,FW",28.0,1996.0,12,4,460,5.1,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,15,16,15,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/6cb7f041/matchlogs/2024-2025/summary/Cohen-Bramall-Match-Logs
13,Oxford United,Cameron Brannagan,England,MF,28.0,1996.0,33,33,2900,32.2,3,4,7,3,0,0,10,0,1.7,1.7,2.3,4.0,20,100,29,0.09,0.12,0.22,0.09,0.22,0.05,0.07,0.13,0.05,0.13,https://fbref.com/en/players/9220e731/matchlogs/2024-2025/summary/Cameron-Brannagan-Match-Logs
18,Sheffield United,Ben Brereton,Chile,"FW,MF",25.0,1999.0,17,13,984,10.9,4,3,7,4,0,0,4,0,4.2,4.2,1.4,5.6,25,36,60,0.37,0.27,0.64,0.37,0.64,0.38,0.13,0.51,0.38,0.51,https://fbref.com/en/players/57827369/matchlogs/2024-2025/summary/Ben-Brereton-Match-Logs
18,Sheffield United,Rhian Brewster,England,"MF,FW",24.0,2000.0,36,16,1558,17.3,4,3,7,4,0,0,2,0,4.3,4.3,3.0,7.3,19,59,72,0.23,0.17,0.4,0.23,0.4,0.25,0.17,0.42,0.25,0.42,https://fbref.com/en/players/30e81a88/matchlogs/2024-2025/summary/Rhian-Brewster-Match-Logs
1,Blackburn Rovers,Callum Brittain,England,DF,26.0,1998.0,33,30,2659,29.5,2,5,7,2,0,0,5,0,1.1,1.1,4.5,5.6,63,90,142,0.07,0.17,0.24,0.07,0.24,0.04,0.15,0.19,0.04,0.19,https://fbref.com/en/players/95869fab/matchlogs/2024-2025/summary/Callum-Brittain-Match-Logs
18,Sheffield United,Andre Brooks,England,"FW,MF",20.0,2003.0,22,10,951,10.6,3,2,5,3,0,0,3,0,3.0,3.0,2.6,5.6,28,18,106,0.28,0.19,0.47,0.28,0.47,0.28,0.24,0.53,0.28,0.53,https://fbref.com/en/players/5f346071/matchlogs/2024-2025/summary/Andre-Brooks-Match-Logs
13,Oxford United,Ciaron Brown,Northern Ireland,DF,26.0,1998.0,41,41,3611,40.1,4,3,7,4,0,0,6,0,1.9,1.9,1.6,3.5,30,90,20,0.1,0.07,0.17,0.1,0.17,0.05,0.04,0.09,0.05,0.09,https://fbref.com/en/players/57a2071c/matchlogs/2024-2025/summary/Ciaron-Brown-Match-Logs
6,Derby County,Dajaune Brown,Jamaica,FW,18.0,2005.0,15,3,387,4.3,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.7,0,1,11,0.23,0.0,0.23,0.23,0.23,0.12,0.03,0.15,0.12,0.15,https://fbref.com/en/players/b4d24801/matchlogs/2024-2025/summary/Dajaune-Brown-Match-Logs
9,Luton Town,Jacob Brown,Scotland,"FW,MF",26.0,1998.0,29,11,1217,13.5,4,1,5,4,0,0,4,0,3.8,3.8,1.2,5.0,19,17,61,0.3,0.07,0.37,0.3,0.37,0.28,0.09,0.37,0.28,0.37,https://fbref.com/en/players/ca18c8f1/matchlogs/2024-2025/summary/Jacob-Brown-Match-Logs
21,Sunderland,Alan Browne,Republic of Ireland,"MF,DF",29.0,1995.0,22,13,1212,13.5,1,0,1,1,0,0,1,0,1.4,1.4,0.4,1.8,16,29,52,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.13,0.11,0.13,https://fbref.com/en/players/25dea15a/matchlogs/2024-2025/summary/Alan-Browne-Match-Logs
3,Burnley,Josh Brownhill,England,"MF,FW",28.0,1995.0,42,39,3474,38.6,18,6,24,15,3,3,5,0,9.9,7.5,4.4,12.0,33,165,145,0.47,0.16,0.62,0.39,0.54,0.26,0.12,0.37,0.19,0.31,https://fbref.com/en/players/47369df8/matchlogs/2024-2025/summary/Josh-Brownhill-Match-Logs
11,Millwall,Joe Bryan,England,DF,30.0,1993.0,39,37,3275,36.4,1,1,2,1,0,0,8,0,1.3,1.3,3.8,5.2,33,165,73,0.03,0.03,0.05,0.03,0.05,0.04,0.11,0.14,0.04,0.14,https://fbref.com/en/players/af69e7f0/matchlogs/2024-2025/summary/Joe-Bryan-Match-Logs
10,Middlesbrough,Solomon Brynn,England,GK,23.0,2000.0,6,6,509,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8056f069/matchlogs/2024-2025/summary/Solomon-Brynn-Match-Logs
1,Blackburn Rovers,John Buckley,England,MF,24.0,1999.0,23,8,855,9.5,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.5,8,49,5,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/b3ac41b5/matchlogs/2024-2025/summary/John-Buckley-Match-Logs
14,Plymouth Argyle,Mustapha Bundu,Sierra Leone,"FW,MF",27.0,1997.0,37,27,2302,25.6,10,6,16,10,0,0,4,0,5.5,5.5,5.8,11.3,40,50,128,0.39,0.23,0.63,0.39,0.63,0.22,0.23,0.44,0.22,0.44,https://fbref.com/en/players/9d50bfd3/matchlogs/2024-2025/summary/Mustapha-Bundu-Match-Logs
20,Stoke City,Wouter Burger,Netherlands,MF,23.0,2001.0,39,37,3002,33.4,1,1,2,1,0,0,10,0,1.9,1.9,2.5,4.5,21,147,38,0.03,0.03,0.06,0.03,0.06,0.06,0.08,0.13,0.06,0.13,https://fbref.com/en/players/fc571dff/matchlogs/2024-2025/summary/Wouter-Burger-Match-Logs
10,Middlesbrough,Delano Burgzorg,Suriname,"FW,MF",25.0,1998.0,42,23,2187,24.3,5,2,7,4,1,1,2,0,7.8,7.0,2.0,9.0,70,60,192,0.21,0.08,0.29,0.16,0.25,0.32,0.08,0.4,0.29,0.37,https://fbref.com/en/players/05e2d5ea/matchlogs/2024-2025/summary/Delano-Burgzorg-Match-Logs
9,Luton Town,Reece Burke,England,DF,27.0,1996.0,17,10,852,9.5,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.7,9,32,13,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,https://fbref.com/en/players/a681b7b7/matchlogs/2024-2025/summary/Reece-Burke-Match-Logs
7,Hull City,Finley Burns,England,"DF,MF",21.0,2003.0,9,4,311,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/bebe4df1/matchlogs/2024-2025/summary/Finley-Burns-Match-Logs
18,Sheffield United,Harrison Burrows,England,DF,22.0,2002.0,43,39,3460,38.4,5,3,8,3,2,2,2,0,3.8,2.3,5.8,8.0,65,105,197,0.13,0.08,0.21,0.08,0.16,0.1,0.15,0.25,0.06,0.21,https://fbref.com/en/players/316a084b/matchlogs/2024-2025/summary/Harrison-Burrows-Match-Logs
7,Hull City,Mason Burstow,England,"FW,MF",20.0,2003.0,31,8,953,10.6,2,1,3,2,0,0,1,0,2.0,2.0,1.2,3.3,16,28,70,0.19,0.09,0.28,0.19,0.28,0.19,0.12,0.31,0.19,0.31,https://fbref.com/en/players/dab84ad2/matchlogs/2024-2025/summary/Mason-Burstow-Match-Logs
8,Leeds United,Sam Byram,England,DF,30.0,1993.0,36,16,1409,15.7,1,1,2,1,0,0,4,0,0.8,0.8,1.0,1.9,25,75,100,0.06,0.06,0.13,0.06,0.13,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/1bf811d4/matchlogs/2024-2025/summary/Sam-Byram-Match-Logs
22,Swansea City,Ben Cabango,Wales,DF,24.0,2000.0,45,45,4032,44.8,2,1,3,2,0,0,9,0,2.6,2.6,0.7,3.2,31,214,13,0.04,0.02,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/70723cac/matchlogs/2024-2025/summary/Ben-Cabango-Match-Logs
18,Sheffield United,Tyrese Campbell,England,FW,24.0,1999.0,33,20,1580,17.6,10,1,11,10,0,0,2,0,8.4,8.4,2.7,11.1,34,24,113,0.57,0.06,0.63,0.57,0.63,0.48,0.15,0.63,0.48,0.63,https://fbref.com/en/players/38aefb74/matchlogs/2024-2025/summary/Tyrese-Campbell-Match-Logs
20,Stoke City,Thomas Cannon,Republic of Ireland,FW,21.0,2002.0,22,22,1857,20.6,9,1,10,6,3,4,3,0,9.0,5.9,0.9,6.8,14,18,78,0.44,0.05,0.48,0.29,0.34,0.44,0.04,0.48,0.29,0.33,https://fbref.com/en/players/4506aec5/matchlogs/2024-2025/summary/Thomas-Cannon-Match-Logs
18,Sheffield United,Thomas Cannon,Republic of Ireland,FW,21.0,2002.0,15,7,682,7.6,1,1,2,1,0,0,0,0,1.7,1.7,1.1,2.8,5,3,36,0.13,0.13,0.26,0.13,0.26,0.22,0.15,0.37,0.22,0.37,https://fbref.com/en/players/4506aec5/matchlogs/2024-2025/summary/Thomas-Cannon-Match-Logs
1,Blackburn Rovers,Todd Cantwell,England,"MF,FW",26.0,1998.0,37,27,2479,27.5,3,7,10,1,2,2,6,0,4.3,2.7,7.0,9.7,57,135,127,0.11,0.25,0.36,0.04,0.29,0.16,0.25,0.41,0.1,0.35,https://fbref.com/en/players/f63d8a4b/matchlogs/2024-2025/summary/Todd-Cantwell-Match-Logs
16,Preston North End,Theo Carroll,England,MF,17.0,2007.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3ab9ab98/matchlogs/2024-2025/summary/Theo-Carroll-Match-Logs
1,Blackburn Rovers,Hayden Carter,England,DF,24.0,1999.0,16,16,1363,15.1,0,1,1,0,0,0,5,0,0.5,0.5,0.8,1.3,14,42,27,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/40f85b8f/matchlogs/2024-2025/summary/Hayden-Carter-Match-Logs
6,Derby County,Eiran Cashin,Republic of Ireland,DF,22.0,2001.0,21,21,1786,19.8,1,0,1,1,0,0,5,0,1.8,1.8,0.4,2.2,8,57,9,0.05,0.0,0.05,0.05,0.05,0.09,0.02,0.11,0.09,0.11,https://fbref.com/en/players/f557c3b8/matchlogs/2024-2025/summary/Eiran-Cashin-Match-Logs
17,Queens Park Rangers,Žan Celar,Slovenia,FW,25.0,1999.0,19,10,944,10.5,2,0,2,2,0,1,1,0,4.2,3.4,0.3,3.6,5,8,36,0.19,0.0,0.19,0.19,0.19,0.4,0.03,0.42,0.32,0.35,https://fbref.com/en/players/868c6958/matchlogs/2024-2025/summary/Zan-Celar-Match-Logs
17,Queens Park Rangers,Ilias Chair,Morocco,"MF,FW",26.0,1997.0,28,20,1698,18.9,2,6,8,2,0,0,2,0,2.9,2.9,4.5,7.4,53,82,82,0.11,0.32,0.42,0.11,0.42,0.15,0.24,0.39,0.15,0.39,https://fbref.com/en/players/ad7873cb/matchlogs/2024-2025/summary/Ilias-Chair-Match-Logs
23,Watford,Giorgi Chakvetadze,Georgia,"MF,FW",24.0,1999.0,39,37,3281,36.5,2,6,8,2,0,0,6,0,3.7,3.7,8.0,11.7,209,205,197,0.05,0.16,0.22,0.05,0.22,0.1,0.22,0.32,0.1,0.32,https://fbref.com/en/players/76864df8/matchlogs/2024-2025/summary/Giorgi-Chakvetadze-Match-Logs
19,Sheffield Wednesday,Nathaniel Chalobah,England,MF,29.0,1994.0,16,4,444,4.9,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,5,23,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/422862ea/matchlogs/2024-2025/summary/Nathaniel-Chalobah-Match-Logs
4,Cardiff City,Calum Chambers,England,"DF,MF",29.0,1995.0,41,41,3513,39.0,2,1,3,2,0,0,8,1,1.5,1.5,1.4,2.9,13,162,36,0.05,0.03,0.08,0.05,0.08,0.04,0.04,0.07,0.04,0.07,https://fbref.com/en/players/dc6f5bdd/matchlogs/2024-2025/summary/Calum-Chambers-Match-Logs
8,Leeds United,Samuel Chambers,England,FW,16.0,2007.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/30b33655/matchlogs/2024-2025/summary/Samuel-Chambers-Match-Logs
19,Sheffield Wednesday,Pierce Charles,Northern Ireland,GK,19.0,2005.0,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cd1f3385/matchlogs/2024-2025/summary/Pierce-Charles-Match-Logs
19,Sheffield Wednesday,Shea Charles,Northern Ireland,"MF,DF",20.0,2003.0,43,42,3631,40.3,1,5,6,1,0,0,10,0,2.0,2.0,4.0,6.1,56,207,66,0.02,0.12,0.15,0.02,0.15,0.05,0.1,0.15,0.05,0.15,https://fbref.com/en/players/5cc3ce65/matchlogs/2024-2025/summary/Shea-Charles-Match-Logs
6,Derby County,Tawanda Chirewa,Zimbabwe,MF,20.0,2003.0,5,1,151,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/34721c11/matchlogs/2024-2025/summary/Tawanda-Chirewa-Match-Logs
9,Luton Town,Tahith Chong,Curaçao,"MF,DF",24.0,1999.0,30,24,2026,22.5,2,1,3,2,0,0,5,0,2.3,2.3,1.8,4.2,63,56,119,0.09,0.04,0.13,0.09,0.13,0.1,0.08,0.18,0.1,0.18,https://fbref.com/en/players/2696b6a9/matchlogs/2024-2025/summary/Tahith-Chong-Match-Logs
18,Sheffield United,Hamza Choudhury,Bangladesh,"MF,DF",26.0,1997.0,16,13,1105,12.3,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,3,43,10,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/7d2d3329/matchlogs/2024-2025/summary/Hamza-Choudhury-Match-Logs
12,Norwich City,Benjamin Chrisene,England,DF,20.0,2004.0,26,12,1150,12.8,1,0,1,1,0,0,2,0,0.9,0.9,1.8,2.7,29,42,51,0.08,0.0,0.08,0.08,0.08,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/b17008fc/matchlogs/2024-2025/summary/Benjamin-Chrisene-Match-Logs
22,Swansea City,Cyrus Christie,Republic of Ireland,DF,31.0,1992.0,11,2,282,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7eb67dad/matchlogs/2024-2025/summary/Cyrus-Christie-Match-Logs
21,Sunderland,Dennis Cirkin,England,DF,22.0,2002.0,36,30,2740,30.4,3,2,5,3,0,0,6,0,1.9,1.9,2.2,4.1,73,127,135,0.1,0.07,0.16,0.1,0.16,0.06,0.07,0.14,0.06,0.14,https://fbref.com/en/players/307ea3b6/matchlogs/2024-2025/summary/Dennis-Cirkin-Match-Logs
14,Plymouth Argyle,Ibrahim Cissoko,Netherlands,"FW,MF",21.0,2003.0,13,9,661,7.3,3,1,4,3,0,0,2,1,1.5,1.5,0.8,2.3,39,20,74,0.41,0.14,0.54,0.41,0.54,0.2,0.11,0.32,0.2,0.32,https://fbref.com/en/players/abddf25d/matchlogs/2024-2025/summary/Ibrahim-Cissoko-Match-Logs
19,Sheffield Wednesday,Ibrahim Cissoko,Netherlands,"FW,MF",21.0,2003.0,5,0,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/abddf25d/matchlogs/2024-2025/summary/Ibrahim-Cissoko-Match-Logs
9,Luton Town,Jordan Clark,England,MF,30.0,1993.0,40,37,3235,35.9,6,6,12,6,0,0,10,0,3.3,3.3,6.1,9.4,49,138,94,0.17,0.17,0.33,0.17,0.33,0.09,0.17,0.26,0.09,0.26,https://fbref.com/en/players/7c5fa6cf/matchlogs/2024-2025/summary/Jordan-Clark-Match-Logs
18,Sheffield United,Harry Clarke,England,DF,23.0,2001.0,6,6,472,5.2,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.4,7,21,11,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,https://fbref.com/en/players/a64f2573/matchlogs/2024-2025/summary/Harry-Clarke-Match-Logs
21,Sunderland,Jack Clarke,England,FW,23.0,2000.0,2,2,179,2.0,1,1,2,1,0,0,0,0,0.1,0.1,1.1,1.2,6,3,13,0.5,0.5,1.01,0.5,1.01,0.05,0.56,0.61,0.05,0.61,https://fbref.com/en/players/e16932d8/matchlogs/2024-2025/summary/Jack-Clarke-Match-Logs
6,Derby County,Matthew Clarke,England,DF,27.0,1996.0,16,15,1366,15.2,1,0,1,1,0,0,2,0,1.6,1.6,1.8,3.4,3,35,3,0.07,0.0,0.07,0.07,0.07,0.1,0.12,0.23,0.1,0.23,https://fbref.com/en/players/8ea2227a/matchlogs/2024-2025/summary/Matthew-Clarke-Match-Logs
10,Middlesbrough,Matthew Clarke,England,DF,27.0,1996.0,14,12,1112,12.4,2,0,2,2,0,0,0,0,0.5,0.5,0.1,0.6,9,46,3,0.16,0.0,0.16,0.16,0.16,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/8ea2227a/matchlogs/2024-2025/summary/Matthew-Clarke-Match-Logs
17,Queens Park Rangers,Jake Clarke-Salter,England,DF,26.0,1997.0,11,8,753,8.4,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,1,23,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/0df092d3/matchlogs/2024-2025/summary/Jake-Clarke-Salter-Match-Logs
10,Middlesbrough,Josh Coburn,England,MF,21.0,2002.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cdb3f59c/matchlogs/2024-2025/summary/Josh-Coburn-Match-Logs
11,Millwall,Josh Coburn,England,FW,21.0,2002.0,20,14,1218,13.5,5,0,5,5,0,1,0,0,6.2,5.4,1.3,6.7,10,7,51,0.37,0.0,0.37,0.37,0.37,0.46,0.1,0.55,0.4,0.5,https://fbref.com/en/players/cdb3f59c/matchlogs/2024-2025/summary/Josh-Coburn-Match-Logs
17,Queens Park Rangers,Jack Colback,England,MF,34.0,1989.0,24,16,1449,16.1,1,1,2,1,0,0,8,1,0.5,0.5,0.2,0.7,3,40,18,0.06,0.06,0.12,0.06,0.12,0.03,0.01,0.05,0.03,0.05,https://fbref.com/en/players/963a9201/matchlogs/2024-2025/summary/Jack-Colback-Match-Logs
24,West Bromwich Albion,Devante Cole,England,"FW,MF",29.0,1995.0,14,0,163,1.8,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,4,11,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,https://fbref.com/en/players/5736378a/matchlogs/2024-2025/summary/Devante-Cole-Match-Logs
5,Coventry City,Bradley Collins,England,GK,27.0,1997.0,15,14,1313,14.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f679abe1/matchlogs/2024-2025/summary/Bradley-Collins-Match-Logs
6,Derby County,James Collins,Republic of Ireland,"FW,MF",33.0,1990.0,17,1,222,2.5,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,1,8,13,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,https://fbref.com/en/players/95471a13/matchlogs/2024-2025/summary/James-Collins-Match-Logs
4,Cardiff City,Jamilu Collins,Nigeria,DF,29.0,1994.0,3,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/33a95e0a/matchlogs/2024-2025/summary/Jamilu-Collins-Match-Logs
4,Cardiff City,Rubin Colwill,Wales,"MF,FW",22.0,2002.0,43,24,2522,28.0,1,4,5,1,0,0,3,0,4.0,4.0,4.3,8.4,91,139,167,0.04,0.14,0.18,0.04,0.18,0.14,0.15,0.3,0.14,0.3,https://fbref.com/en/players/f170b63e/matchlogs/2024-2025/summary/Rubin-Colwill-Match-Logs
21,Sunderland,Aaron Connolly,Republic of Ireland,"FW,MF",24.0,2000.0,10,2,246,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,1,9,0.37,0.0,0.37,0.37,0.37,0.25,0.0,0.25,0.25,0.25,https://fbref.com/en/players/27c01749/matchlogs/2024-2025/summary/Aaron-Connolly-Match-Logs
